NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Annual Tide Predictions
StationName: Sandy Hook 
State: NJ 
Stationid: 8531680
Prediction Type: Harmonic
From: 20180101 00:27 - 20181231 21:49
Units: Feet and Centimeters
Time Zone: LST_LDT
Datum: MLLW
Interval Type: High/Low

Date 		Day	Time		Pred(Ft)	Pred(cm)	High/Low
2018/09/26	Wed	03:14 AM	0.02		1			L
2018/09/26	Wed	09:10 AM	5.37		164			H
2018/09/26	Wed	03:40 PM	0.22		7			L
2018/09/26	Wed	09:29 PM	5.22		159			H
2018/09/27	Thu	03:50 AM	0.04		1			L
2018/09/27	Thu	09:45 AM	5.42		165			H
2018/09/27	Thu	04:20 PM	0.25		8			L
2018/09/27	Thu	10:08 PM	5.05		154			H
2018/09/28	Fri	04:25 AM	0.12		4			L
2018/09/28	Fri	10:22 AM	5.43		166			H
2018/09/28	Fri	05:01 PM	0.34		10			L
2018/09/28	Fri	10:52 PM	4.86		148			H
2018/09/29	Sat	05:02 AM	0.25		8			L
2018/09/29	Sat	11:07 AM	5.40		165			H
2018/09/29	Sat	05:45 PM	0.49		15			L
2018/09/29	Sat	11:45 PM	4.67		142			H
2018/09/30	Sun	05:43 AM	0.42		13			L
2018/09/30	Sun	12:01 PM	5.34		163			H
2018/09/30	Sun	06:39 PM	0.65		20			L
2018/10/01	Mon	12:44 AM	4.52		138			H
2018/10/01	Mon	06:35 AM	0.63		19			L
2018/10/01	Mon	01:00 PM	5.29		161			H
2018/10/01	Mon	07:47 PM	0.77		23			L
2018/10/02	Tue	01:46 AM	4.46		136			H
2018/10/02	Tue	07:45 AM	0.78		24			L
2018/10/02	Tue	02:03 PM	5.27		161			H
2018/10/02	Tue	09:03 PM	0.72		22			L
2018/10/03	Wed	02:50 AM	4.50		137			H
2018/10/03	Wed	09:05 AM	0.76		23			L
2018/10/03	Wed	03:09 PM	5.30		162			H
2018/10/03	Wed	10:11 PM	0.48		15			L
2018/10/04	Thu	03:56 AM	4.67		142			H
2018/10/04	Thu	10:17 AM	0.53		16			L
2018/10/04	Thu	04:16 PM	5.41		165			H
2018/10/04	Thu	11:09 PM	0.16		5			L
2018/10/05	Fri	05:01 AM	4.96		151			H
2018/10/05	Fri	11:19 AM	0.21		6			L
2018/10/05	Fri	05:21 PM	5.58		170			H
2018/10/06	Sat	12:02 AM	-0.17		-5			L
2018/10/06	Sat	06:01 AM	5.35		163			H
2018/10/06	Sat	12:16 PM	-0.10		-3			L
2018/10/06	Sat	06:20 PM	5.77		176			H
2018/10/07	Sun	12:52 AM	-0.43		-13			L
2018/10/07	Sun	06:55 AM	5.73		175			H
2018/10/07	Sun	01:10 PM	-0.34		-10			L
2018/10/07	Sun	07:13 PM	5.90		180			H
2018/10/08	Mon	01:40 AM	-0.59		-18			L
2018/10/08	Mon	07:44 AM	6.02		183			H
2018/10/08	Mon	02:01 PM	-0.48		-15			L
2018/10/08	Mon	08:01 PM	5.91		180			H
2018/10/09	Tue	02:27 AM	-0.63		-19			L
2018/10/09	Tue	08:31 AM	6.16		188			H
2018/10/09	Tue	02:51 PM	-0.51		-16			L
2018/10/09	Tue	08:48 PM	5.78		176			H
2018/10/10	Wed	03:11 AM	-0.55		-17			L
2018/10/10	Wed	09:16 AM	6.13		187			H
2018/10/10	Wed	03:39 PM	-0.42		-13			L
2018/10/10	Wed	09:34 PM	5.52		168			H
2018/10/11	Thu	03:54 AM	-0.34		-10			L
2018/10/11	Thu	10:01 AM	5.96		182			H
2018/10/11	Thu	04:24 PM	-0.23		-7			L
2018/10/11	Thu	10:21 PM	5.18		158			H
2018/10/12	Fri	04:35 AM	-0.03		-1			L
2018/10/12	Fri	10:48 AM	5.70		174			H
2018/10/12	Fri	05:09 PM	0.05		2			L
2018/10/12	Fri	11:11 PM	4.82		147			H
2018/10/13	Sat	05:15 AM	0.35		11			L
2018/10/13	Sat	11:36 AM	5.39		164			H
2018/10/13	Sat	05:54 PM	0.38		12			L
2018/10/14	Sun	12:03 AM	4.49		137			H
2018/10/14	Sun	05:57 AM	0.74		23			L
2018/10/14	Sun	12:25 PM	5.08		155			H
2018/10/14	Sun	06:43 PM	0.70		21			L
2018/10/15	Mon	12:56 AM	4.23		129			H
2018/10/15	Mon	06:44 AM	1.10		34			L
2018/10/15	Mon	01:15 PM	4.83		147			H
2018/10/15	Mon	07:39 PM	0.96		29			L
2018/10/16	Tue	01:49 AM	4.05		123			H
2018/10/16	Tue	07:42 AM	1.36		41			L
2018/10/16	Tue	02:06 PM	4.64		141			H
2018/10/16	Tue	08:41 PM	1.08		33			L
2018/10/17	Wed	02:42 AM	3.98		121			H
2018/10/17	Wed	08:51 AM	1.45		44			L
2018/10/17	Wed	02:59 PM	4.54		138			H
2018/10/17	Wed	09:41 PM	1.03		31			L
2018/10/18	Thu	03:36 AM	4.01		122			H
2018/10/18	Thu	09:55 AM	1.35		41			L
2018/10/18	Thu	03:53 PM	4.52		138			H
2018/10/18	Thu	10:33 PM	0.87		27			L
2018/10/19	Fri	04:30 AM	4.16		127			H
2018/10/19	Fri	10:49 AM	1.13		34			L
2018/10/19	Fri	04:47 PM	4.60		140			H
2018/10/19	Fri	11:19 PM	0.65		20			L
2018/10/20	Sat	05:23 AM	4.40		134			H
2018/10/20	Sat	11:38 AM	0.87		27			L
2018/10/20	Sat	05:38 PM	4.75		145			H
2018/10/21	Sun	12:01 AM	0.42		13			L
2018/10/21	Sun	06:09 AM	4.70		143			H
2018/10/21	Sun	12:23 PM	0.60		18			L
2018/10/21	Sun	06:25 PM	4.91		150			H
2018/10/22	Mon	12:41 AM	0.20		6			L
2018/10/22	Mon	06:51 AM	5.01		153			H
2018/10/22	Mon	01:08 PM	0.36		11			L
2018/10/22	Mon	07:07 PM	5.06		154			H
2018/10/23	Tue	01:21 AM	0.03		1			L
2018/10/23	Tue	07:29 AM	5.29		161			H
2018/10/23	Tue	01:52 PM	0.15		5			L
2018/10/23	Tue	07:46 PM	5.15		157			H
2018/10/24	Wed	02:01 AM	-0.10		-3			L
2018/10/24	Wed	08:04 AM	5.52		168			H
2018/10/24	Wed	02:35 PM	-0.01		-0			L
2018/10/24	Wed	08:25 PM	5.16		157			H
2018/10/25	Thu	02:41 AM	-0.16		-5			L
2018/10/25	Thu	08:40 AM	5.68		173			H
2018/10/25	Thu	03:19 PM	-0.10		-3			L
2018/10/25	Thu	09:05 PM	5.09		155			H
2018/10/26	Fri	03:21 AM	-0.16		-5			L
2018/10/26	Fri	09:18 AM	5.75		175			H
2018/10/26	Fri	04:02 PM	-0.12		-4			L
2018/10/26	Fri	09:48 PM	4.96		151			H
2018/10/27	Sat	04:01 AM	-0.10		-3			L
2018/10/27	Sat	10:00 AM	5.72		174			H
2018/10/27	Sat	04:47 PM	-0.06		-2			L
2018/10/27	Sat	10:37 PM	4.78		146			H
2018/10/28	Sun	04:44 AM	0.04		1			L
2018/10/28	Sun	10:49 AM	5.61		171			H
2018/10/28	Sun	05:35 PM	0.08		2			L
2018/10/28	Sun	11:34 PM	4.61		141			H
2018/10/29	Mon	05:31 AM	0.23		7			L
2018/10/29	Mon	11:46 AM	5.46		166			H
2018/10/29	Mon	06:30 PM	0.25		8			L
2018/10/30	Tue	12:36 AM	4.50		137			H
2018/10/30	Tue	06:27 AM	0.46		14			L
2018/10/30	Tue	12:49 PM	5.32		162			H
2018/10/30	Tue	07:35 PM	0.39		12			L
2018/10/31	Wed	01:38 AM	4.49		137			H
2018/10/31	Wed	07:37 AM	0.63		19			L
2018/10/31	Wed	01:52 PM	5.22		159			H
2018/10/31	Wed	08:46 PM	0.37		11			L
2018/11/01	Thu	02:41 AM	4.57		139			H
2018/11/01	Thu	08:55 AM	0.63		19			L
2018/11/01	Thu	02:56 PM	5.16		157			H
2018/11/01	Thu	09:51 PM	0.20		6			L
2018/11/02	Fri	03:43 AM	4.75		145			H
2018/11/02	Fri	10:05 AM	0.44		13			L
2018/11/02	Fri	04:00 PM	5.16		157			H
2018/11/02	Fri	10:49 PM	-0.05		-2			L
2018/11/03	Sat	04:45 AM	5.03		153			H
2018/11/03	Sat	11:07 AM	0.16		5			L
2018/11/03	Sat	05:02 PM	5.21		159			H
2018/11/03	Sat	11:40 PM	-0.29		-9			L
2018/11/04	Sun	04:43 AM	5.37		164			H
2018/11/04	Sun	11:02 AM	-0.10		-3			L
2018/11/04	Sun	05:00 PM	5.29		161			H
2018/11/04	Sun	11:29 PM	-0.46		-14			L
2018/11/05	Mon	05:36 AM	5.68		173			H
2018/11/05	Mon	11:54 AM	-0.31		-9			L
2018/11/05	Mon	05:53 PM	5.35		163			H
2018/11/06	Tue	12:15 AM	-0.54		-16			L
2018/11/06	Tue	06:24 AM	5.91		180			H
2018/11/06	Tue	12:44 PM	-0.43		-13			L
2018/11/06	Tue	06:41 PM	5.33		162			H
2018/11/07	Wed	01:00 AM	-0.52		-16			L
2018/11/07	Wed	07:08 AM	6.01		183			H
2018/11/07	Wed	01:32 PM	-0.46		-14			L
2018/11/07	Wed	07:26 PM	5.22		159			H
2018/11/08	Thu	01:43 AM	-0.40		-12			L
2018/11/08	Thu	07:51 AM	5.95		181			H
2018/11/08	Thu	02:18 PM	-0.41		-12			L
2018/11/08	Thu	08:11 PM	5.02		153			H
2018/11/09	Fri	02:25 AM	-0.20		-6			L
2018/11/09	Fri	08:33 AM	5.77		176			H
2018/11/09	Fri	03:02 PM	-0.27		-8			L
2018/11/09	Fri	08:56 PM	4.76		145			H
2018/11/10	Sat	03:05 AM	0.06		2			L
2018/11/10	Sat	09:16 AM	5.50		168			H
2018/11/10	Sat	03:44 PM	-0.06		-2			L
2018/11/10	Sat	09:43 PM	4.47		136			H
2018/11/11	Sun	03:44 AM	0.36		11			L
2018/11/11	Sun	10:01 AM	5.20		158			H
2018/11/11	Sun	04:25 PM	0.19		6			L
2018/11/11	Sun	10:33 PM	4.21		128			H
2018/11/12	Mon	04:24 AM	0.67		20			L
2018/11/12	Mon	10:48 AM	4.90		149			H
2018/11/12	Mon	05:09 PM	0.46		14			L
2018/11/12	Mon	11:24 PM	4.01		122			H
2018/11/13	Tue	05:06 AM	0.96		29			L
2018/11/13	Tue	11:37 AM	4.65		142			H
2018/11/13	Tue	05:56 PM	0.70		21			L
2018/11/14	Wed	12:15 AM	3.88		118			H
2018/11/14	Wed	05:56 AM	1.21		37			L
2018/11/14	Wed	12:26 PM	4.46		136			H
2018/11/14	Wed	06:52 PM	0.85		26			L
2018/11/15	Thu	01:05 AM	3.84		117			H
2018/11/15	Thu	07:01 AM	1.34		41			L
2018/11/15	Thu	01:16 PM	4.33		132			H
2018/11/15	Thu	07:51 PM	0.86		26			L
2018/11/16	Fri	01:56 AM	3.89		119			H
2018/11/16	Fri	08:10 AM	1.31		40			L
2018/11/16	Fri	02:07 PM	4.28		130			H
2018/11/16	Fri	08:46 PM	0.75		23			L
2018/11/17	Sat	02:46 AM	4.03		123			H
2018/11/17	Sat	09:11 AM	1.12		34			L
2018/11/17	Sat	02:59 PM	4.29		131			H
2018/11/17	Sat	09:35 PM	0.55		17			L
2018/11/18	Sun	03:37 AM	4.27		130			H
2018/11/18	Sun	10:03 AM	0.84		26			L
2018/11/18	Sun	03:52 PM	4.37		133			H
2018/11/18	Sun	10:19 PM	0.31		9			L
2018/11/19	Mon	04:26 AM	4.59		140			H
2018/11/19	Mon	10:51 AM	0.53		16			L
2018/11/19	Mon	04:43 PM	4.51		137			H
2018/11/19	Mon	11:01 PM	0.07		2			L
2018/11/20	Tue	05:11 AM	4.95		151			H
2018/11/20	Tue	11:38 AM	0.23		7			L
2018/11/20	Tue	05:31 PM	4.67		142			H
2018/11/20	Tue	11:43 PM	-0.13		-4			L
2018/11/21	Wed	05:53 AM	5.30		162			H
2018/11/21	Wed	12:25 PM	-0.05		-2			L
2018/11/21	Wed	06:16 PM	4.81		147			H
2018/11/22	Thu	12:27 AM	-0.29		-9			L
2018/11/22	Thu	06:34 AM	5.60		171			H
2018/11/22	Thu	01:12 PM	-0.29		-9			L
2018/11/22	Thu	07:00 PM	4.89		149			H
2018/11/23	Fri	01:11 AM	-0.40		-12			L
2018/11/23	Fri	07:15 AM	5.81		177			H
2018/11/23	Fri	01:59 PM	-0.45		-14			L
2018/11/23	Fri	07:45 PM	4.91		150			H
2018/11/24	Sat	01:57 AM	-0.45		-14			L
2018/11/24	Sat	07:58 AM	5.90		180			H
2018/11/24	Sat	02:46 PM	-0.54		-16			L
2018/11/24	Sat	08:32 PM	4.85		148			H
2018/11/25	Sun	02:43 AM	-0.43		-13			L
2018/11/25	Sun	08:45 AM	5.86		179			H
2018/11/25	Sun	03:34 PM	-0.53		-16			L
2018/11/25	Sun	09:25 PM	4.74		144			H
2018/11/26	Mon	03:31 AM	-0.32		-10			L
2018/11/26	Mon	09:38 AM	5.72		174			H
2018/11/26	Mon	04:24 PM	-0.42		-13			L
2018/11/26	Mon	10:24 PM	4.63		141			H
2018/11/27	Tue	04:23 AM	-0.14		-4			L
2018/11/27	Tue	10:36 AM	5.52		168			H
2018/11/27	Tue	05:18 PM	-0.26		-8			L
2018/11/27	Tue	11:25 PM	4.57		139			H
2018/11/28	Wed	05:20 AM	0.09		3			L
2018/11/28	Wed	11:38 AM	5.31		162			H
2018/11/28	Wed	06:18 PM	-0.11		-3			L
2018/11/29	Thu	12:26 AM	4.58		140			H
2018/11/29	Thu	06:26 AM	0.30		9			L
2018/11/29	Thu	12:39 PM	5.12		156			H
2018/11/29	Thu	07:23 PM	-0.05		-2			L
2018/11/30	Fri	01:26 AM	4.66		142			H
2018/11/30	Fri	07:40 AM	0.38		12			L
2018/11/30	Fri	01:39 PM	4.95		151			H
2018/11/30	Fri	08:27 PM	-0.10		-3			L
2018/12/01	Sat	02:25 AM	4.79		146			H
2018/12/01	Sat	08:50 AM	0.29		9			L
2018/12/01	Sat	02:40 PM	4.81		147			H
2018/12/01	Sat	09:24 PM	-0.23		-7			L
2018/12/02	Sun	03:24 AM	4.98		152			H
2018/12/02	Sun	09:51 AM	0.10		3			L
2018/12/02	Sun	03:40 PM	4.73		144			H
2018/12/02	Sun	10:16 PM	-0.35		-11			L
2018/12/03	Mon	04:22 AM	5.21		159			H
2018/12/03	Mon	10:46 AM	-0.09		-3			L
2018/12/03	Mon	04:38 PM	4.71		144			H
2018/12/03	Mon	11:04 PM	-0.42		-13			L
2018/12/04	Tue	05:15 AM	5.42		165			H
2018/12/04	Tue	11:37 AM	-0.25		-8			L
2018/12/04	Tue	05:32 PM	4.71		144			H
2018/12/04	Tue	11:49 PM	-0.44		-13			L
2018/12/05	Wed	06:03 AM	5.58		170			H
2018/12/05	Wed	12:26 PM	-0.36		-11			L
2018/12/05	Wed	06:21 PM	4.71		144			H
2018/12/06	Thu	12:34 AM	-0.39		-12			L
2018/12/06	Thu	06:47 AM	5.65		172			H
2018/12/06	Thu	01:13 PM	-0.42		-13			L
2018/12/06	Thu	07:06 PM	4.67		142			H
2018/12/07	Fri	01:17 AM	-0.28		-9			L
2018/12/07	Fri	07:28 AM	5.61		171			H
2018/12/07	Fri	01:57 PM	-0.41		-12			L
2018/12/07	Fri	07:50 PM	4.56		139			H
2018/12/08	Sat	01:59 AM	-0.14		-4			L
2018/12/08	Sat	08:08 AM	5.47		167			H
2018/12/08	Sat	02:39 PM	-0.34		-10			L
2018/12/08	Sat	08:33 PM	4.41		134			H
2018/12/09	Sun	02:40 AM	0.03		1			L
2018/12/09	Sun	08:49 AM	5.26		160			H
2018/12/09	Sun	03:20 PM	-0.22		-7			L
2018/12/09	Sun	09:17 PM	4.22		129			H
2018/12/10	Mon	03:19 AM	0.23		7			L
2018/12/10	Mon	09:30 AM	5.02		153			H
2018/12/10	Mon	03:59 PM	-0.05		-2			L
2018/12/10	Mon	10:03 PM	4.03		123			H
2018/12/11	Tue	03:57 AM	0.44		13			L
2018/12/11	Tue	10:14 AM	4.76		145			H
2018/12/11	Tue	04:37 PM	0.15		5			L
2018/12/11	Tue	10:50 PM	3.88		118			H
2018/12/12	Wed	04:35 AM	0.67		20			L
2018/12/12	Wed	10:59 AM	4.53		138			H
2018/12/12	Wed	05:18 PM	0.34		10			L
2018/12/12	Wed	11:38 PM	3.79		116			H
2018/12/13	Thu	05:17 AM	0.88		27			L
2018/12/13	Thu	11:45 AM	4.34		132			H
2018/12/13	Thu	06:02 PM	0.50		15			L
2018/12/14	Fri	12:24 AM	3.77		115			H
2018/12/14	Fri	06:09 AM	1.05		32			L
2018/12/14	Fri	12:31 PM	4.19		128			H
2018/12/14	Fri	06:53 PM	0.58		18			L
2018/12/15	Sat	01:10 AM	3.82		116			H
2018/12/15	Sat	07:16 AM	1.12		34			L
2018/12/15	Sat	01:18 PM	4.08		124			H
2018/12/15	Sat	07:49 PM	0.56		17			L
2018/12/16	Sun	01:56 AM	3.96		121			H
2018/12/16	Sun	08:24 AM	1.03		31			L
2018/12/16	Sun	02:08 PM	4.03		123			H
2018/12/16	Sun	08:43 PM	0.43		13			L
2018/12/17	Mon	02:45 AM	4.17		127			H
2018/12/17	Mon	09:24 AM	0.79		24			L
2018/12/17	Mon	03:02 PM	4.04		123			H
2018/12/17	Mon	09:33 PM	0.23		7			L
2018/12/18	Tue	03:36 AM	4.47		136			H
2018/12/18	Tue	10:18 AM	0.47		14			L
2018/12/18	Tue	03:59 PM	4.13		126			H
2018/12/18	Tue	10:21 PM	-0.00		0			L
2018/12/19	Wed	04:28 AM	4.82		147			H
2018/12/19	Wed	11:09 AM	0.13		4			L
2018/12/19	Wed	04:55 PM	4.29		131			H
2018/12/19	Wed	11:08 PM	-0.24		-7			L
2018/12/20	Thu	05:19 AM	5.21		159			H
2018/12/20	Thu	11:59 AM	-0.21		-6			L
2018/12/20	Thu	05:48 PM	4.49		137			H
2018/12/20	Thu	11:57 PM	-0.45		-14			L
2018/12/21	Fri	06:07 AM	5.56		169			H
2018/12/21	Fri	12:50 PM	-0.51		-16			L
2018/12/21	Fri	06:38 PM	4.67		142			H
2018/12/22	Sat	12:47 AM	-0.62		-19			L
2018/12/22	Sat	06:55 AM	5.82		177			H
2018/12/22	Sat	01:40 PM	-0.75		-23			L
2018/12/22	Sat	07:28 PM	4.80		146			H
2018/12/23	Sun	01:38 AM	-0.75		-23			L
2018/12/23	Sun	07:43 AM	5.95		181			H
2018/12/23	Sun	02:30 PM	-0.91		-28			L
2018/12/23	Sun	08:18 PM	4.86		148			H
2018/12/24	Mon	02:29 AM	-0.79		-24			L
2018/12/24	Mon	08:33 AM	5.94		181			H
2018/12/24	Mon	03:19 PM	-0.96		-29			L
2018/12/24	Mon	09:12 PM	4.84		148			H
2018/12/25	Tue	03:20 AM	-0.74		-23			L
2018/12/25	Tue	09:27 AM	5.80		177			H
2018/12/25	Tue	04:09 PM	-0.90		-27			L
2018/12/25	Tue	10:10 PM	4.80		146			H
2018/12/26	Wed	04:13 AM	-0.58		-18			L
2018/12/26	Wed	10:25 AM	5.57		170			H
2018/12/26	Wed	05:00 PM	-0.75		-23			L
2018/12/26	Wed	11:09 PM	4.77		145			H
2018/12/27	Thu	05:08 AM	-0.33		-10			L
2018/12/27	Thu	11:23 AM	5.30		162			H
2018/12/27	Thu	05:55 PM	-0.55		-17			L
2018/12/28	Fri	12:08 AM	4.77		145			H
2018/12/28	Fri	06:10 AM	-0.05		-2			L
2018/12/28	Fri	12:21 PM	5.01		153			H
2018/12/28	Fri	06:55 PM	-0.36		-11			L
2018/12/29	Sat	01:05 AM	4.78		146			H
2018/12/29	Sat	07:19 AM	0.15		5			L
2018/12/29	Sat	01:18 PM	4.73		144			H
2018/12/29	Sat	07:57 PM	-0.25		-8			L
2018/12/30	Sun	02:02 AM	4.81		147			H
2018/12/30	Sun	08:28 AM	0.20		6			L
2018/12/30	Sun	02:16 PM	4.47		136			H
2018/12/30	Sun	08:56 PM	-0.22		-7			L
2018/12/31	Mon	02:59 AM	4.86		148			H
2018/12/31	Mon	09:31 AM	0.13		4			L
2018/12/31	Mon	03:15 PM	4.28		130			H
2018/12/31	Mon	09:49 PM	-0.21		-6			L
